"","V1","V2"
"SS2_17_432:E14_unique.bam",10.9598760604858,3.19352698326111
"SS2_17_432:E17_unique.bam",10.5376968383789,3.78099989891052
"SS2_17_432:E18_unique.bam",11.9152555465698,7.89093780517578
"SS2_17_432:E13_unique.bam",7.71820831298828,0.344206571578979
"SS2_17_432:E21_unique.bam",12.0915384292603,7.60255336761475
"SS2_17_432:E12_unique.bam",11.627462387085,4.48805999755859
"SS2_17_432:E15_unique.bam",6.49179029464722,0.317030221223831
"SS2_17_432:E24_unique.bam",10.7778215408325,3.41169500350952
"SS2_17_432:F5_unique.bam",11.8466262817383,5.81549882888794
"SS2_17_432:F1_unique.bam",11.3032865524292,6.79720878601074
"SS2_17_432:F6_unique.bam",11.6161546707153,5.56971740722656
"SS2_17_432:F4_unique.bam",10.3044366836548,2.51696038246155
"SS2_17_432:F7_unique.bam",8.81875801086426,0.904198825359344
"SS2_17_432:F3_unique.bam",10.9571981430054,2.96609783172607
"SS2_17_432:F13_unique.bam",6.89904737472534,0.120398171246052
"SS2_17_432:F10_unique.bam",10.0758752822876,2.63380408287048
"SS2_17_432:F12_unique.bam",10.943305015564,5.58364915847778
"SS2_17_432:F16_unique.bam",9.52067470550537,1.5923558473587
"SS2_17_432:F21_unique.bam",6.01071929931641,-0.0934900045394897
"SS2_17_432:F22_unique.bam",-4.71477079391479,-2.21663808822632
"SS2_17_432:G4_unique.bam",8.98904609680176,1.36255645751953
"SS2_17_432:F18_unique.bam",7.92338037490845,0.313185036182404
"SS2_17_432:F19_unique.bam",10.6587524414062,2.37548208236694
"SS2_17_432:F17_unique.bam",11.4377183914185,5.52810192108154
"SS2_17_432:F24_unique.bam",11.0912857055664,7.82135343551636
"SS2_17_432:G3_unique.bam",11.468225479126,4.985924243927
"SS2_17_432:G5_unique.bam",10.5866680145264,3.13846015930176
"SS2_17_432:G1_unique.bam",11.4498167037964,4.31778812408447
"SS2_17_432:G7_unique.bam",11.0803108215332,3.68101930618286
"SS2_17_432:G9_unique.bam",11.1293706893921,4.46192598342896
"SS2_17_432:G10_unique.bam",9.60879135131836,1.39943218231201
"SS2_17_432:G13_unique.bam",9.3107442855835,1.47564423084259
"SS2_17_432:G22_unique.bam",11.2211952209473,4.28096294403076
"SS2_17_432:G14_unique.bam",10.0701265335083,2.05801892280579
"SS2_17_432:G12_unique.bam",8.58335781097412,0.288812249898911
"SS2_17_432:G20_unique.bam",11.2292318344116,4.5033540725708
"SS2_17_432:G17_unique.bam",6.76592779159546,0.428378522396088
"SS2_17_432:G24_unique.bam",5.08313655853271,1.39361941814423
"SS2_17_432:G19_unique.bam",5.65471076965332,0.333862483501434
"SS2_17_432:H1_unique.bam",4.90497064590454,0.519157350063324
"SS2_17_432:H3_unique.bam",11.5405416488647,6.42980432510376
"SS2_17_432:G21_unique.bam",8.29539489746094,-0.00290117925032973
"SS2_17_432:G23_unique.bam",12.0917377471924,6.7246265411377
"SS2_17_432:H5_unique.bam",12.023419380188,6.22704219818115
"SS2_17_432:H4_unique.bam",11.6498708724976,5.52749919891357
"SS2_17_432:H6_unique.bam",7.34242391586304,0.437993943691254
"SS2_17_432:H11_unique.bam",10.2655935287476,1.42853808403015
"SS2_17_432:H12_unique.bam",7.35554599761963,-0.212429121136665
"SS2_17_432:H13_unique.bam",5.53256368637085,0.840866267681122
"SS2_17_432:H17_unique.bam",10.6415958404541,1.70603775978088
"SS2_17_432:H18_unique.bam",11.4833164215088,5.12944650650024
"SS2_17_432:H20_unique.bam",7.95611810684204,0.411148518323898
"SS2_17_432:I1_unique.bam",10.8787441253662,7.75120782852173
"SS2_17_432:I6_unique.bam",9.55864906311035,1.73006427288055
"SS2_17_432:H24_unique.bam",7.27349328994751,0.182463094592094
"SS2_17_432:H19_unique.bam",6.42283821105957,-0.132884502410889
"SS2_17_432:I8_unique.bam",8.75755310058594,0.166354909539223
"SS2_17_432:I3_unique.bam",8.95810031890869,0.231789618730545
"SS2_17_432:I9_unique.bam",10.3788690567017,3.75232195854187
"SS2_17_432:I10_unique.bam",11.1925964355469,8.15459823608398
"SS2_17_432:I13_unique.bam",12.1383008956909,6.69219017028809
"SS2_17_432:I18_unique.bam",9.53438282012939,0.683729648590088
"SS2_17_432:I12_unique.bam",9.10640430450439,0.312837332487106
"SS2_17_432:I16_unique.bam",11.191840171814,3.98602986335754
"SS2_17_432:I17_unique.bam",11.6252784729004,4.72757530212402
"SS2_17_432:I15_unique.bam",9.33863830566406,0.59242582321167
"SS2_17_432:I22_unique.bam",11.3913450241089,7.41852903366089
"SS2_17_432:I21_unique.bam",11.9311408996582,5.84927845001221
"SS2_17_432:I20_unique.bam",10.2176160812378,2.06468629837036
"SS2_17_432:I23_unique.bam",10.2301998138428,3.14877605438232
"SS2_17_432:J8_unique.bam",10.7997922897339,2.86328721046448
"SS2_17_432:J1_unique.bam",1.67831599712372,0.968611598014832
"SS2_17_432:J7_unique.bam",-4.3400092124939,-2.55376243591309
"SS2_17_432:J10_unique.bam",11.3774156570435,3.85599112510681
"SS2_17_432:J5_unique.bam",8.43240642547607,0.275963127613068
"SS2_17_432:J12_unique.bam",-4.47986078262329,-2.70204973220825
"SS2_17_432:J16_unique.bam",10.4659833908081,2.1188645362854
"SS2_17_432:J17_unique.bam",7.48965835571289,0.492458134889603
"SS2_17_432:J15_unique.bam",0.997412323951721,0.759915173053741
"SS2_17_432:J24_unique.bam",11.6556777954102,6.48941421508789
"SS2_17_432:J22_unique.bam",7.4844799041748,1.50261127948761
"SS2_17_432:J23_unique.bam",10.8468351364136,5.69880437850952
"SS2_17_432:J21_unique.bam",7.3838324546814,-0.0318377241492271
"SS2_17_432:K1_unique.bam",3.29549813270569,1.22479975223541
"SS2_17_432:K5_unique.bam",-5.57817506790161,0.0601465664803982
"SS2_17_432:K6_unique.bam",7.35043478012085,0.294394940137863
"SS2_17_432:K3_unique.bam",10.4713907241821,2.01105523109436
"SS2_17_432:K8_unique.bam",11.209698677063,4.27532434463501
"SS2_17_432:K18_unique.bam",9.48134136199951,1.67895150184631
"SS2_17_432:K4_unique.bam",7.21589756011963,0.612979471683502
"SS2_17_432:K12_unique.bam",-4.30512142181396,-0.423257529735565
"SS2_17_432:K7_unique.bam",10.3381633758545,3.84486770629883
"SS2_17_432:K19_unique.bam",10.2129564285278,1.7540637254715
"SS2_17_432:K10_unique.bam",11.2694110870361,4.43172025680542
"SS2_17_432:K21_unique.bam",10.3644304275513,1.67566227912903
"SS2_17_432:L6_unique.bam",10.9053726196289,3.72942090034485
"SS2_17_432:K23_unique.bam",5.58271741867065,0.544582843780518
"SS2_17_432:L2_unique.bam",9.21862697601318,0.377749353647232
"SS2_17_432:L5_unique.bam",11.91273021698,6.15918922424316
"SS2_17_432:L14_unique.bam",1.33530640602112,0.207444235682487
"SS2_17_432:L7_unique.bam",1.33111298084259,0.603887379169464
"SS2_17_432:L15_unique.bam",10.7063608169556,4.54806995391846
"SS2_17_432:L18_unique.bam",-5.44388675689697,1.25908076763153
"SS2_17_432:L9_unique.bam",9.96219539642334,1.67343246936798
"SS2_17_432:M3_unique.bam",7.50336122512817,-0.0878274366259575
"SS2_17_432:L20_unique.bam",11.4892416000366,6.84719848632812
"SS2_17_432:L21_unique.bam",5.21229028701782,0.277566254138947
"SS2_17_432:M1_unique.bam",11.7980690002441,5.24606084823608
"SS2_17_432:L16_unique.bam",12.1791849136353,7.29007148742676
"SS2_17_432:M5_unique.bam",11.5286149978638,4.88432550430298
"SS2_17_432:M6_unique.bam",9.38074588775635,1.85451459884644
"SS2_17_432:M8_unique.bam",-0.896671950817108,-1.48019063472748
"SS2_17_432:M10_unique.bam",10.5467710494995,8.22492694854736
"SS2_17_432:M11_unique.bam",11.7667932510376,7.12706899642944
"SS2_17_432:M20_unique.bam",11.3999080657959,4.30970764160156
"SS2_17_432:M21_unique.bam",8.17347717285156,0.846872568130493
"SS2_17_432:M17_unique.bam",2.58662915229797,1.15787768363953
"SS2_17_432:M13_unique.bam",12.0839796066284,6.2352180480957
"SS2_17_432:M18_unique.bam",5.54696750640869,0.475660502910614
"SS2_17_432:N6_unique.bam",7.99367046356201,1.60349225997925
"SS2_17_432:N8_unique.bam",11.0647325515747,5.49086236953735
"SS2_17_432:N14_unique.bam",9.25349521636963,0.513652503490448
"SS2_17_432:N13_unique.bam",5.59953927993774,0.214531749486923
"SS2_17_432:N11_unique.bam",8.3684024810791,1.32528305053711
"SS2_17_432:N18_unique.bam",11.0721979141235,3.31451272964478
"SS2_17_432:N17_unique.bam",11.8207426071167,8.04726791381836
"SS2_17_432:N16_unique.bam",9.7368745803833,1.44926416873932
"SS2_17_432:N15_unique.bam",6.05153751373291,-0.0900487080216408
"SS2_17_432:N22_unique.bam",9.956223487854,2.68335437774658
"SS2_17_432:N21_unique.bam",11.8860692977905,6.58332490921021
"SS2_17_432:N19_unique.bam",7.35707759857178,0.509638071060181
"SS2_17_432:N20_unique.bam",11.0031719207764,2.82875418663025
"SS2_17_432:O2_unique.bam",9.9984188079834,1.4991866350174
"SS2_17_432:O3_unique.bam",12.1831560134888,7.65738534927368
"SS2_17_432:O6_unique.bam",6.70866918563843,0.382847011089325
"SS2_17_432:O5_unique.bam",5.59050941467285,0.0451150089502335
"SS2_17_432:O8_unique.bam",3.36248278617859,1.15034508705139
"SS2_17_432:O11_unique.bam",5.67962408065796,1.30176341533661
"SS2_17_432:O12_unique.bam",9.32004165649414,1.80652689933777
"SS2_17_432:O15_unique.bam",9.86655235290527,2.65909218788147
"SS2_17_432:O19_unique.bam",11.6692333221436,8.28061294555664
"SS2_17_432:O17_unique.bam",10.8876094818115,5.30535316467285
"SS2_17_432:O13_unique.bam",5.85612869262695,0.828932464122772
"SS2_17_432:O21_unique.bam",5.44566440582275,0.857822775840759
"SS2_17_432:P2_unique.bam",7.78549194335938,-0.0294192861765623
"SS2_17_432:O24_unique.bam",9.96568012237549,2.54012870788574
"SS2_17_432:P7_unique.bam",9.19769382476807,1.22676157951355
"SS2_17_432:P12_unique.bam",6.72538185119629,0.892172157764435
"SS2_17_432:P1_unique.bam",6.46991300582886,1.62666511535645
"SS2_17_432:P9_unique.bam",5.56587696075439,0.242835596203804
"SS2_17_432:P14_unique.bam",8.63391876220703,0.560036420822144
"SS2_17_432:P8_unique.bam",10.0784549713135,1.16730237007141
"SS2_17_432:P10_unique.bam",11.0866832733154,4.31546545028687
"SS2_17_432:P11_unique.bam",9.72044563293457,2.35826063156128
"SS2_17_432:P18_unique.bam",10.4261083602905,3.2161693572998
"SS2_17_432:P20_unique.bam",5.27684259414673,0.176742166280746
"SS2_17_433:A10_unique.bam",6.48930311203003,3.50314426422119
"SS2_17_433:A21_unique.bam",11.3900203704834,5.48947429656982
"SS2_17_433:A11_unique.bam",6.23257160186768,3.9488365650177
"SS2_17_433:B5_unique.bam",10.8881149291992,6.15833425521851
"SS2_17_433:A23_unique.bam",9.90167331695557,3.59168028831482
"SS2_17_433:A18_unique.bam",11.8719120025635,6.95296907424927
"SS2_17_433:A13_unique.bam",6.61688137054443,3.95287108421326
"SS2_17_433:A17_unique.bam",8.30809307098389,0.265979051589966
"SS2_17_433:A6_unique.bam",5.15443754196167,1.57158589363098
"SS2_17_433:B2_unique.bam",10.879940032959,3.98522853851318
"SS2_17_433:A8_unique.bam",6.55994939804077,4.00434732437134
"SS2_17_433:B4_unique.bam",6.9206166267395,3.65819358825684
"SS2_17_433:A19_unique.bam",6.08405065536499,0.0241028815507889
"SS2_17_433:B1_unique.bam",11.6859321594238,7.27569437026978
"SS2_17_433:B6_unique.bam",11.0295705795288,3.59921336174011
"SS2_17_433:A9_unique.bam",6.18748903274536,3.7527277469635
"SS2_17_433:A7_unique.bam",6.53420400619507,3.91785907745361
"SS2_17_433:A5_unique.bam",6.29502296447754,3.86561751365662
"SS2_17_433:A22_unique.bam",6.51736640930176,3.8577938079834
"SS2_17_433:A12_unique.bam",6.78250169754028,3.91671466827393
"SS2_17_433:A4_unique.bam",6.35859632492065,3.96216058731079
"SS2_17_433:A3_unique.bam",5.95976448059082,3.73833012580872
"SS2_17_433:B18_unique.bam",9.83994293212891,1.88436627388
"SS2_17_433:B21_unique.bam",9.1093635559082,2.46025586128235
"SS2_17_433:B7_unique.bam",9.13335990905762,1.52282392978668
"SS2_17_433:B16_unique.bam",5.47788143157959,0.633284449577332
"SS2_17_433:B12_unique.bam",8.39992713928223,0.321264147758484
"SS2_17_433:B15_unique.bam",11.2922677993774,8.19037914276123
"SS2_17_433:B17_unique.bam",6.33351230621338,-0.275582015514374
"SS2_17_433:B9_unique.bam",9.36083602905273,5.02427291870117
"SS2_17_433:C11_unique.bam",6.30621719360352,0.0734974592924118
"SS2_17_433:C8_unique.bam",9.52427768707275,0.392544537782669
"SS2_17_433:B24_unique.bam",9.85833740234375,2.79245710372925
"SS2_17_433:C4_unique.bam",9.23838710784912,1.20017874240875
"SS2_17_433:C3_unique.bam",4.86105966567993,1.33622765541077
"SS2_17_433:C5_unique.bam",9.48053932189941,1.71787905693054
"SS2_17_433:C7_unique.bam",10.4024133682251,3.55035018920898
"SS2_17_433:C6_unique.bam",11.1512289047241,4.0049262046814
"SS2_17_433:C13_unique.bam",10.4044046401978,2.33778882026672
"SS2_17_433:C20_unique.bam",11.7446460723877,6.94308519363403
"SS2_17_433:C19_unique.bam",5.73147487640381,0.187766030430794
"SS2_17_433:C16_unique.bam",10.4591684341431,1.54552459716797
"SS2_17_433:C17_unique.bam",9.25903987884521,0.621153712272644
"SS2_17_433:C14_unique.bam",5.02985572814941,0.759880840778351
"SS2_17_433:C18_unique.bam",-5.26668405532837,1.05947256088257
"SS2_17_433:D3_unique.bam",8.62765789031982,0.354158610105515
"SS2_17_433:C22_unique.bam",-4.61090183258057,-2.54450273513794
"SS2_17_433:D5_unique.bam",11.9413318634033,5.49353265762329
"SS2_17_433:D1_unique.bam",9.78443908691406,3.03832602500916
"SS2_17_433:D13_unique.bam",11.854528427124,5.93794822692871
"SS2_17_433:D6_unique.bam",6.02023792266846,1.52292478084564
"SS2_17_433:D12_unique.bam",11.2501659393311,4.94023084640503
"SS2_17_433:D14_unique.bam",2.43903374671936,1.21315801143646
"SS2_17_433:D11_unique.bam",10.4343643188477,1.69903409481049
"SS2_17_433:D16_unique.bam",8.63677787780762,-0.0812017694115639
"SS2_17_433:D17_unique.bam",7.33856582641602,0.166752353310585
"SS2_17_433:D10_unique.bam",0.514705121517181,0.806616306304932
"SS2_17_433:D15_unique.bam",10.8473081588745,2.79171943664551
"SS2_17_433:D19_unique.bam",11.9197378158569,7.95160055160522
"SS2_17_433:D24_unique.bam",10.9040412902832,5.39845609664917
"SS2_17_433:D23_unique.bam",8.85917663574219,0.709100008010864
"SS2_17_433:D21_unique.bam",-4.40383434295654,-1.86613476276398
"SS2_17_433:D22_unique.bam",11.692099571228,5.58515357971191
"SS2_17_433:E8_unique.bam",7.12767791748047,0.687045753002167
"SS2_17_433:E9_unique.bam",4.3039083480835,1.05196583271027
"SS2_17_433:E1_unique.bam",3.76057362556458,1.16204404830933
"SS2_17_433:E11_unique.bam",11.2734098434448,5.1550440788269
"SS2_17_433:E13_unique.bam",11.3044128417969,8.42552185058594
"SS2_17_433:E14_unique.bam",11.2149143218994,5.03481674194336
"SS2_17_433:E12_unique.bam",11.5457706451416,6.52081060409546
"SS2_17_433:E20_unique.bam",10.12375831604,1.26996827125549
"SS2_17_433:E15_unique.bam",8.75460624694824,0.447405725717545
"SS2_17_433:E19_unique.bam",9.81406211853027,2.30939912796021
"SS2_17_433:E22_unique.bam",9.39585018157959,0.291708678007126
"SS2_17_433:E17_unique.bam",12.1157598495483,7.05429840087891
"SS2_17_433:F2_unique.bam",6.09643077850342,0.5044846534729
"SS2_17_433:F6_unique.bam",11.9112415313721,8.22117710113525
"SS2_17_433:F10_unique.bam",5.9630274772644,0.749469518661499
"SS2_17_433:F7_unique.bam",10.446720123291,2.79138350486755
"SS2_17_433:F9_unique.bam",-5.23832368850708,0.244990512728691
"SS2_17_433:F8_unique.bam",10.4821100234985,2.63355422019958
"SS2_17_433:F14_unique.bam",11.8084440231323,8.12568092346191
"SS2_17_433:F16_unique.bam",11.5809946060181,8.36803150177002
"SS2_17_433:F13_unique.bam",11.5167207717896,6.94873714447021
"SS2_17_433:F20_unique.bam",10.1052045822144,1.01809060573578
"SS2_17_433:G2_unique.bam",3.14465999603271,1.15865206718445
"SS2_17_433:F22_unique.bam",6.48372745513916,-0.130935803055763
"SS2_17_433:G6_unique.bam",5.88294363021851,0.351363956928253
"SS2_17_433:F24_unique.bam",10.9557723999023,4.74270439147949
"SS2_17_433:G5_unique.bam",10.8141403198242,4.31265640258789
"SS2_17_433:F21_unique.bam",11.3992576599121,4.53311347961426
"SS2_17_433:G1_unique.bam",11.4364519119263,6.42063331604004
"SS2_17_433:G15_unique.bam",6.75694608688354,0.283889651298523
"SS2_17_433:G9_unique.bam",11.7273368835449,4.98374938964844
"SS2_17_433:G14_unique.bam",10.8237009048462,2.70917582511902
"SS2_17_433:G12_unique.bam",11.9870443344116,7.86168241500854
"SS2_17_433:G11_unique.bam",10.5588607788086,2.11744999885559
"SS2_17_433:G16_unique.bam",9.48991775512695,0.765116453170776
"SS2_17_433:G20_unique.bam",9.4093656539917,0.939308106899261
"SS2_17_433:G22_unique.bam",9.5477294921875,2.00931882858276
"SS2_17_433:G24_unique.bam",11.3773880004883,7.78767967224121
"SS2_17_433:G18_unique.bam",6.60374736785889,-0.0905771628022194
"SS2_17_433:G23_unique.bam",4.95714950561523,0.74149364233017
"SS2_17_433:H5_unique.bam",8.21792411804199,0.16828915476799
"SS2_17_433:H1_unique.bam",9.2718448638916,1.44443821907043
"SS2_17_433:H13_unique.bam",8.24757957458496,-0.0106397289782763
"SS2_17_433:H11_unique.bam",10.9040079116821,2.508713722229
"SS2_17_433:H9_unique.bam",11.5641288757324,5.45755004882812
"SS2_17_433:H12_unique.bam",11.5552225112915,4.42728996276855
"SS2_17_433:H14_unique.bam",12.201678276062,6.24325752258301
"SS2_17_433:H17_unique.bam",6.05449342727661,0.391582489013672
"SS2_17_433:H19_unique.bam",10.2096567153931,2.60347461700439
"SS2_17_433:H15_unique.bam",10.2774820327759,1.12236368656158
"SS2_17_433:H18_unique.bam",6.13999843597412,-0.157582670450211
"SS2_17_433:H20_unique.bam",9.81910133361816,0.873020052909851
"SS2_17_433:H24_unique.bam",10.9633865356445,3.77184700965881
"SS2_17_433:H22_unique.bam",8.92356491088867,1.01943230628967
"SS2_17_433:H23_unique.bam",6.89805364608765,0.114845961332321
"SS2_17_433:I2_unique.bam",10.865818977356,2.36104583740234
"SS2_17_433:H21_unique.bam",11.7859582901001,5.79890060424805
"SS2_17_433:I7_unique.bam",6.30719566345215,0.241227924823761
"SS2_17_433:I6_unique.bam",11.7262687683105,5.07689714431763
"SS2_17_433:I4_unique.bam",7.07842016220093,-0.0414044037461281
"SS2_17_433:I13_unique.bam",5.6472487449646,1.0020694732666
"SS2_17_433:I14_unique.bam",11.1619701385498,3.59403443336487
"SS2_17_433:I10_unique.bam",11.6173582077026,6.57041454315186
"SS2_17_433:I16_unique.bam",10.1836967468262,1.84774482250214
"SS2_17_433:I11_unique.bam",11.8998003005981,6.28559541702271
"SS2_17_433:I15_unique.bam",-5.80962133407593,0.587619066238403
"SS2_17_433:I21_unique.bam",10.3830318450928,2.45065236091614
"SS2_17_433:I22_unique.bam",6.04894924163818,0.21052810549736
"SS2_17_433:I18_unique.bam",11.4297018051147,6.50465297698975
"SS2_17_433:I20_unique.bam",11.698709487915,6.13727855682373
"SS2_17_433:J4_unique.bam",12.0400123596191,7.73057222366333
"SS2_17_433:J2_unique.bam",9.63267421722412,1.06059849262238
"SS2_17_433:J7_unique.bam",10.0106840133667,1.60514497756958
"SS2_17_433:J13_unique.bam",9.62236785888672,5.29328870773315
"SS2_17_433:J17_unique.bam",11.6708297729492,7.61500024795532
"SS2_17_433:J12_unique.bam",1.61796450614929,1.01754248142242
"SS2_17_433:J15_unique.bam",7.86759948730469,0.243452906608582
"SS2_17_433:J18_unique.bam",7.00634908676147,0.0246510244905949
"SS2_17_433:J24_unique.bam",7.90369367599487,0.36801415681839
"SS2_17_433:J20_unique.bam",10.4118671417236,3.06005764007568
"SS2_17_433:K7_unique.bam",1.87051200866699,1.05989134311676
"SS2_17_433:K6_unique.bam",8.9662561416626,0.479848057031631
"SS2_17_433:K8_unique.bam",7.37687587738037,0.758036494255066
"SS2_17_433:K12_unique.bam",9.16368770599365,1.3572371006012
"SS2_17_433:K13_unique.bam",7.71465110778809,0.171103492379189
"SS2_17_433:K11_unique.bam",9.40830326080322,1.82260155677795
"SS2_17_433:K20_unique.bam",-4.31732654571533,-2.50332903862
"SS2_17_433:K21_unique.bam",10.0530338287354,2.09422540664673
"SS2_17_433:L2_unique.bam",10.727632522583,2.51420116424561
"SS2_17_433:K23_unique.bam",8.17766666412354,0.942832469940186
"SS2_17_433:L1_unique.bam",6.7970495223999,-0.17463207244873
"SS2_17_433:L8_unique.bam",5.92039394378662,0.376711547374725
"SS2_17_433:L17_unique.bam",6.01737833023071,1.07773900032043
"SS2_17_433:L18_unique.bam",11.1978769302368,6.24707365036011
"SS2_17_433:L15_unique.bam",11.2774696350098,7.04647350311279
"SS2_17_433:L19_unique.bam",9.09921646118164,0.285380810499191
"SS2_17_433:L16_unique.bam",8.88973808288574,1.26096904277802
"SS2_17_433:L24_unique.bam",8.50360298156738,0.721973121166229
"SS2_17_433:L20_unique.bam",6.03939819335938,-0.232207000255585
"SS2_17_433:L21_unique.bam",5.14474582672119,0.469627887010574
"SS2_17_433:L22_unique.bam",10.7637176513672,4.10530376434326
"SS2_17_433:M2_unique.bam",-5.74814939498901,-1.48541915416718
"SS2_17_433:M4_unique.bam",5.15544891357422,0.410504788160324
"SS2_17_433:M10_unique.bam",10.1875991821289,4.35812377929688
"SS2_17_433:M3_unique.bam",-5.85557556152344,-0.105371549725533
"SS2_17_433:M5_unique.bam",10.7967529296875,2.72157049179077
"SS2_17_433:M7_unique.bam",5.91635894775391,0.187590703368187
"SS2_17_433:M6_unique.bam",1.97270393371582,1.10465109348297
"SS2_17_433:M8_unique.bam",11.408091545105,4.13522958755493
"SS2_17_433:M15_unique.bam",11.9727239608765,7.85365724563599
"SS2_17_433:M17_unique.bam",9.40133190155029,0.843844890594482
"SS2_17_433:M9_unique.bam",-1.04090392589569,-1.40738070011139
"SS2_17_433:M14_unique.bam",6.27484130859375,0.463001012802124
"SS2_17_433:M18_unique.bam",10.4181623458862,1.90342843532562
"SS2_17_433:M22_unique.bam",11.6946811676025,8.06716442108154
"SS2_17_433:M20_unique.bam",9.78713417053223,1.28065371513367
"SS2_17_433:N4_unique.bam",11.0171251296997,5.05505609512329
"SS2_17_433:N2_unique.bam",11.0001592636108,5.96635007858276
"SS2_17_433:N3_unique.bam",11.9214582443237,6.46810960769653
"SS2_17_433:M24_unique.bam",11.674090385437,4.78231954574585
"SS2_17_433:M21_unique.bam",4.7341251373291,1.12900245189667
"SS2_17_433:N7_unique.bam",7.70735692977905,0.624026715755463
"SS2_17_433:N11_unique.bam",9.88495826721191,2.1804940700531
"SS2_17_433:N8_unique.bam",6.15436553955078,-0.0315455682575703
"SS2_17_433:N16_unique.bam",10.9645309448242,8.28704738616943
"SS2_17_433:N10_unique.bam",6.25875520706177,0.774289906024933
"SS2_17_433:N17_unique.bam",11.7313537597656,7.98050546646118
"SS2_17_433:N13_unique.bam",5.4160099029541,0.255381882190704
"SS2_17_433:N21_unique.bam",12.0684843063354,7.75493335723877
"SS2_17_433:N24_unique.bam",9.30327033996582,2.1812744140625
"SS2_17_433:O1_unique.bam",10.8243398666382,2.69686603546143
"SS2_17_433:O4_unique.bam",11.9770975112915,6.53243684768677
"SS2_17_433:O5_unique.bam",-4.59146308898926,-2.71609783172607
"SS2_17_433:O6_unique.bam",11.7336397171021,6.28774547576904
"SS2_17_433:O3_unique.bam",8.78331470489502,-0.00634257961064577
"SS2_17_433:O14_unique.bam",-7.08493995666504,0.37386554479599
"SS2_17_433:O13_unique.bam",10.3104753494263,2.08708572387695
"SS2_17_433:O18_unique.bam",8.55118370056152,0.245919778943062
"SS2_17_433:O19_unique.bam",6.33212757110596,0.482912689447403
"SS2_17_433:O16_unique.bam",9.92753505706787,1.45884239673615
"SS2_17_433:O24_unique.bam",11.2755670547485,3.79100728034973
"SS2_17_433:O20_unique.bam",6.85587596893311,3.99418640136719
"SS2_17_433:O23_unique.bam",10.3834342956543,4.02677917480469
"SS2_17_433:P2_unique.bam",9.15292930603027,0.514342427253723
"SS2_17_433:P3_unique.bam",11.4509963989258,7.33104562759399
"SS2_17_433:P1_unique.bam",9.56303215026855,1.62777876853943
"SS2_17_433:P4_unique.bam",11.980616569519,7.05068063735962
"SS2_17_433:P9_unique.bam",6.92564535140991,0.452708214521408
"SS2_17_433:P5_unique.bam",7.6430983543396,0.153140231966972
"SS2_17_433:P8_unique.bam",8.71866798400879,1.27748775482178
"SS2_17_433:P14_unique.bam",9.1353006362915,1.00808429718018
"SS2_17_433:P15_unique.bam",6.10968780517578,0.801116287708282
"SS2_17_433:P7_unique.bam",10.4428634643555,2.4657769203186
"SS2_17_433:P20_unique.bam",-0.208096474409103,-1.44605135917664
"SS2_17_433:P17_unique.bam",9.10556602478027,0.260105311870575
"SS2_17_433:P13_unique.bam",7.92030620574951,0.0715787559747696
"SS2_17_433:P18_unique.bam",9.89329433441162,1.06210720539093
"SS2_17_433:P19_unique.bam",9.63979339599609,1.74055325984955
"SS2_17_433:P21_unique.bam",6.56888246536255,3.5613796710968
"SS2_16_385:A1_unique.bam",7.91155529022217,-1.18800055980682
"SS2_16_385:A6_unique.bam",11.4980478286743,-5.40436220169067
"SS2_16_385:A2_unique.bam",9.11587619781494,-2.52186942100525
"SS2_16_385:A4_unique.bam",8.94670963287354,-2.02524709701538
"SS2_16_385:A5_unique.bam",-2.48436760902405,-5.02826595306396
"SS2_16_385:A3_unique.bam",7.65381669998169,-5.6603045463562
"SS2_16_385:A8_unique.bam",11.2697486877441,-4.31969785690308
"SS2_16_385:A9_unique.bam",-2.54778265953064,-4.28505373001099
"SS2_16_385:A7_unique.bam",11.5440092086792,-5.2450590133667
"SS2_16_385:A11_unique.bam",10.6838941574097,-4.34878444671631
"SS2_16_385:A13_unique.bam",7.90776968002319,-6.18889236450195
"SS2_16_385:A16_unique.bam",10.847843170166,-2.97337651252747
"SS2_16_385:A15_unique.bam",8.71277904510498,-1.47058093547821
"SS2_16_385:A14_unique.bam",-1.43768298625946,-3.44002842903137
"SS2_16_385:A17_unique.bam",9.99026203155518,-5.77503347396851
"SS2_16_385:A18_unique.bam",9.97875022888184,-2.99200344085693
"SS2_16_385:A19_unique.bam",-1.65891540050507,-3.21087527275085
"SS2_16_385:A20_unique.bam",6.03037214279175,-3.71326088905334
"SS2_16_385:A21_unique.bam",7.9821515083313,-6.22103261947632
"SS2_16_385:A23_unique.bam",7.81200933456421,-5.9043288230896
"SS2_16_385:A22_unique.bam",11.4287033081055,-5.29389047622681
"SS2_16_385:A24_unique.bam",10.9510984420776,-4.87642812728882
"SS2_16_385:B1_unique.bam",-1.44455564022064,-4.09712648391724
"SS2_16_385:B3_unique.bam",11.5905160903931,-5.88616943359375
"SS2_16_385:B4_unique.bam",11.586106300354,-5.18383264541626
"SS2_16_385:B5_unique.bam",10.1020135879517,-3.63565826416016
"SS2_16_385:B8_unique.bam",10.9671964645386,-3.6836314201355
"SS2_16_385:B7_unique.bam",10.0550165176392,-4.34915828704834
"SS2_16_385:B9_unique.bam",9.00135803222656,-4.23054027557373
"SS2_16_385:B10_unique.bam",5.94315576553345,-4.28072309494019
"SS2_16_385:B12_unique.bam",9.76053047180176,-5.35920858383179
