"","V1","V2"
"SS2_16_385:B14_unique.bam",7.86553335189819,-5.95242881774902
"SS2_16_385:B13_unique.bam",10.7332353591919,-4.64016389846802
"SS2_16_385:B15_unique.bam",11.5152769088745,-4.50962543487549
"SS2_16_385:B17_unique.bam",9.52242374420166,-5.55237293243408
"SS2_16_385:B18_unique.bam",8.26534748077393,-6.00919914245605
"SS2_16_385:B20_unique.bam",8.92724704742432,-6.21556806564331
"SS2_16_385:B19_unique.bam",10.0845069885254,-4.02920579910278
"SS2_16_385:B21_unique.bam",-1.64525973796844,-3.37033486366272
"SS2_16_385:B22_unique.bam",9.74227237701416,-5.18884754180908
"SS2_16_385:B23_unique.bam",10.01389503479,-5.82560586929321
"SS2_16_385:B24_unique.bam",11.2537088394165,-5.25744390487671
"SS2_16_385:C2_unique.bam",-2.69112873077393,-3.83579158782959
"SS2_16_385:C1_unique.bam",2.87133193016052,-1.69481420516968
"SS2_16_385:C4_unique.bam",11.1072025299072,-5.91675996780396
"SS2_16_385:C3_unique.bam",8.05989933013916,-6.14628601074219
"SS2_16_385:C5_unique.bam",9.29898357391357,-5.85330152511597
"SS2_16_385:C6_unique.bam",11.4404220581055,-4.01419544219971
"SS2_16_385:C8_unique.bam",11.0207595825195,-4.38847970962524
"SS2_16_385:C7_unique.bam",10.5355882644653,-3.91340327262878
"SS2_16_385:C9_unique.bam",11.5514192581177,-4.25204515457153
"SS2_16_385:C10_unique.bam",8.37096691131592,-6.22722721099854
"SS2_16_385:C11_unique.bam",9.22348213195801,-4.30669832229614
"SS2_16_385:C12_unique.bam",9.93862438201904,-4.54345226287842
"SS2_16_385:C13_unique.bam",11.6124773025513,-4.59405565261841
"SS2_16_385:C14_unique.bam",9.01963233947754,-1.96355521678925
"SS2_16_385:C15_unique.bam",6.54132843017578,-2.05915451049805
"SS2_16_385:C16_unique.bam",7.96502733230591,-6.1417555809021
"SS2_16_385:C17_unique.bam",2.38427901268005,-1.84479069709778
"SS2_16_385:C18_unique.bam",1.90336132049561,-1.80485045909882
"SS2_16_385:C20_unique.bam",9.6871166229248,-3.39226317405701
"SS2_16_385:C21_unique.bam",9.8121509552002,-2.27691841125488
"SS2_16_385:C19_unique.bam",7.12331533432007,-1.72912001609802
"SS2_16_385:C22_unique.bam",10.2627277374268,-3.93479561805725
"SS2_16_385:C23_unique.bam",-2.22672462463379,-4.07503175735474
"SS2_16_385:D2_unique.bam",9.70595455169678,-3.13731575012207
"SS2_16_385:D1_unique.bam",11.7246913909912,-3.97722887992859
"SS2_16_385:C24_unique.bam",8.7728157043457,-2.08946895599365
"SS2_16_385:D3_unique.bam",11.4820222854614,-4.37189197540283
"SS2_16_385:D4_unique.bam",9.91213893890381,-5.66892766952515
"SS2_16_385:D6_unique.bam",9.37214946746826,-3.946044921875
"SS2_16_385:D9_unique.bam",7.81285095214844,-5.8650336265564
"SS2_16_385:D8_unique.bam",10.7884435653687,-5.73175430297852
"SS2_16_385:D7_unique.bam",10.7661037445068,-3.37058901786804
"SS2_16_385:D11_unique.bam",10.4471197128296,-4.99789810180664
"SS2_16_385:D12_unique.bam",9.04177761077881,-3.94488286972046
"SS2_16_385:D15_unique.bam",9.11895561218262,-6.07461738586426
"SS2_16_385:D13_unique.bam",11.2188167572021,-4.33512687683105
"SS2_16_385:D16_unique.bam",9.66324520111084,-2.19662499427795
"SS2_16_385:D17_unique.bam",10.8480434417725,-3.06427049636841
"SS2_16_385:D18_unique.bam",7.34659433364868,-1.60644996166229
"SS2_16_385:D23_unique.bam",-2.55822610855103,-6.0704288482666
"SS2_16_385:D22_unique.bam",11.1517896652222,-3.28426456451416
"SS2_16_385:D21_unique.bam",-2.8173451423645,-4.56985473632812
"SS2_16_385:D19_unique.bam",11.429780960083,-4.49554109573364
"SS2_16_385:D20_unique.bam",11.2476034164429,-5.21688079833984
"SS2_16_385:E1_unique.bam",9.7015495300293,-5.64397096633911
"SS2_16_385:D24_unique.bam",9.17710018157959,-5.54589605331421
"SS2_16_385:E4_unique.bam",9.36178207397461,-4.191725730896
"SS2_16_385:E2_unique.bam",9.28102016448975,-4.41746044158936
"SS2_16_385:E5_unique.bam",8.98502540588379,-3.06576752662659
"SS2_16_385:E7_unique.bam",8.04878711700439,-1.25157058238983
"SS2_16_385:E6_unique.bam",9.67608737945557,-5.20976543426514
"SS2_16_385:E10_unique.bam",10.3930339813232,-3.59827971458435
"SS2_16_385:E8_unique.bam",9.46878910064697,-5.98429441452026
"SS2_16_385:E11_unique.bam",10.1734466552734,-4.60993480682373
"SS2_16_385:E9_unique.bam",7.79204082489014,-6.06134557723999
"SS2_16_385:E12_unique.bam",8.96671485900879,-1.83506524562836
"SS2_16_385:E13_unique.bam",10.1091899871826,-4.43413114547729
"SS2_16_385:E14_unique.bam",9.54423522949219,-2.53244924545288
"SS2_16_385:E16_unique.bam",8.79136657714844,-5.55063104629517
"SS2_16_385:E15_unique.bam",8.59925937652588,-1.82759594917297
"SS2_16_385:E17_unique.bam",-1.53960931301117,-3.73601007461548
"SS2_16_385:E18_unique.bam",11.24928855896,-5.54313516616821
"SS2_16_385:E20_unique.bam",10.1878719329834,-3.27675104141235
"SS2_16_385:E19_unique.bam",8.60516262054443,-5.65511608123779
"SS2_16_385:E21_unique.bam",7.87034749984741,-5.95243072509766
"SS2_16_385:E22_unique.bam",8.31325531005859,-5.95365428924561
"SS2_16_385:E24_unique.bam",11.2283372879028,-5.94879484176636
"SS2_16_385:F1_unique.bam",9.10787773132324,-3.65456199645996
"SS2_16_385:F2_unique.bam",8.96850299835205,-2.39610934257507
"SS2_16_385:F3_unique.bam",-1.54673290252686,-3.78250598907471
"SS2_16_385:F4_unique.bam",8.66211795806885,-2.01889896392822
"SS2_16_385:F5_unique.bam",11.4186086654663,-4.88841676712036
"SS2_16_385:F7_unique.bam",-2.43628072738647,-3.61206555366516
"SS2_16_385:F8_unique.bam",9.82870960235596,-3.48850536346436
"SS2_16_385:F9_unique.bam",7.90343618392944,-6.27463817596436
"SS2_16_385:F10_unique.bam",11.2382135391235,-5.51246929168701
"SS2_16_385:F11_unique.bam",7.74781799316406,-1.26888620853424
"SS2_16_385:F12_unique.bam",11.1315155029297,-4.14066171646118
"SS2_16_385:F14_unique.bam",10.1590557098389,-4.02528142929077
"SS2_16_385:F13_unique.bam",10.7095737457275,-5.13923406600952
"SS2_16_385:F15_unique.bam",9.13356971740723,-5.72599029541016
"SS2_16_385:F16_unique.bam",11.6513252258301,-3.98876428604126
"SS2_16_385:F17_unique.bam",7.62574100494385,-5.74121809005737
"SS2_16_385:F18_unique.bam",10.7881326675415,-3.21790480613708
"SS2_16_385:F20_unique.bam",9.40038871765137,-4.25863361358643
"SS2_16_385:F21_unique.bam",6.99782466888428,-1.98858571052551
"SS2_16_385:F22_unique.bam",9.55140209197998,-2.90125632286072
"SS2_16_385:F23_unique.bam",-2.32078194618225,-4.85624361038208
"SS2_16_385:F24_unique.bam",10.3946809768677,-4.65326547622681
"SS2_16_385:G1_unique.bam",11.4377994537354,-5.13746690750122
"SS2_16_385:G2_unique.bam",11.3618211746216,-4.52381038665771
"SS2_16_385:G3_unique.bam",9.38786602020264,-3.00273990631104
"SS2_16_385:G4_unique.bam",11.443000793457,-4.52247333526611
"SS2_16_385:G5_unique.bam",11.7290639877319,-5.53661918640137
"SS2_16_385:G7_unique.bam",8.07779502868652,-5.96882963180542
"SS2_16_385:G8_unique.bam",11.3749284744263,-5.64246559143066
"SS2_16_385:G10_unique.bam",8.81663227081299,-6.24529361724854
"SS2_16_385:G9_unique.bam",9.6073637008667,-3.01190066337585
"SS2_16_385:G11_unique.bam",10.2747840881348,-4.16559362411499
"SS2_16_385:G12_unique.bam",11.1506977081299,-5.77948617935181
"SS2_16_385:G13_unique.bam",9.32122802734375,-5.27874422073364
"SS2_16_385:G14_unique.bam",11.7256498336792,-5.22149991989136
"SS2_16_385:G15_unique.bam",9.92938613891602,-3.2755024433136
"SS2_16_385:G17_unique.bam",9.26242828369141,-3.37190127372742
"SS2_16_385:G16_unique.bam",10.2505340576172,-2.42229461669922
"SS2_16_385:G18_unique.bam",9.38580226898193,-5.67160940170288
"SS2_16_385:G19_unique.bam",5.63676071166992,-3.49954628944397
"SS2_16_385:G20_unique.bam",9.06009960174561,-3.83400774002075
"SS2_16_385:G21_unique.bam",7.88257312774658,-1.51900792121887
"SS2_16_385:G22_unique.bam",0.916385114192963,-0.837975144386292
"SS2_16_385:G23_unique.bam",-1.51251482963562,-3.62617349624634
"SS2_16_385:G24_unique.bam",8.99503326416016,-3.99354410171509
"SS2_16_385:H2_unique.bam",9.93335151672363,-3.59638452529907
"SS2_16_385:H1_unique.bam",10.5946578979492,-5.46998310089111
"SS2_16_385:H3_unique.bam",9.78070259094238,-2.53301429748535
"SS2_16_385:H4_unique.bam",11.4978809356689,-4.80360126495361
"SS2_16_385:H5_unique.bam",8.31133842468262,-6.20022439956665
"SS2_16_385:H6_unique.bam",9.19689655303955,-5.40876531600952
"SS2_16_385:H9_unique.bam",9.85798072814941,-2.34165406227112
"SS2_16_385:H10_unique.bam",10.4400987625122,-2.59254240989685
"SS2_16_385:H11_unique.bam",9.71277332305908,-4.39610910415649
"SS2_16_385:H12_unique.bam",11.1962881088257,-4.52896738052368
"SS2_16_385:H13_unique.bam",9.52018070220947,-2.22163701057434
"SS2_16_385:H14_unique.bam",10.7722129821777,-3.82951879501343
"SS2_16_385:H15_unique.bam",8.33532238006592,-6.32910537719727
"SS2_16_385:H17_unique.bam",10.4485120773315,-5.92149448394775
"SS2_16_385:H18_unique.bam",10.4479484558105,-3.13474631309509
"SS2_16_385:H19_unique.bam",11.717529296875,-4.57116365432739
"SS2_16_385:H20_unique.bam",8.54926490783691,-6.29129552841187
"SS2_16_385:H21_unique.bam",9.72376155853271,-2.98001146316528
"SS2_16_385:H22_unique.bam",8.5621509552002,-1.56971919536591
"SS2_16_385:H23_unique.bam",8.81965732574463,-2.28034949302673
"SS2_16_385:I1_unique.bam",11.5903091430664,-4.90302181243896
"SS2_16_385:I2_unique.bam",8.98336887359619,-5.91768884658813
"SS2_16_385:H24_unique.bam",8.47296619415283,-1.46107804775238
"SS2_16_385:I3_unique.bam",9.94467067718506,-2.95991063117981
"SS2_16_385:I4_unique.bam",10.9268274307251,-3.19124507904053
"SS2_16_385:I5_unique.bam",10.4704618453979,-2.5886447429657
"SS2_16_385:I6_unique.bam",9.36458301544189,-2.93436884880066
"SS2_16_385:I7_unique.bam",9.73880481719971,-5.81446933746338
"SS2_16_385:I8_unique.bam",9.35950565338135,-2.65698671340942
"SS2_16_385:I9_unique.bam",11.2906589508057,-4.51727628707886
"SS2_16_385:I11_unique.bam",8.66122627258301,-6.47439193725586
"SS2_16_385:I10_unique.bam",11.3935890197754,-6.27587413787842
"SS2_16_385:I12_unique.bam",11.5525522232056,-4.33313894271851
"SS2_16_385:I14_unique.bam",9.5410737991333,-2.1799647808075
"SS2_16_385:I15_unique.bam",9.74217700958252,-5.97002696990967
"SS2_16_385:I16_unique.bam",9.02921009063721,-4.50156497955322
"SS2_16_385:I17_unique.bam",9.7589693069458,-2.54826164245605
"SS2_16_385:I18_unique.bam",10.9357261657715,-3.23447632789612
"SS2_16_385:I19_unique.bam",9.35813140869141,-2.0938925743103
"SS2_16_385:I20_unique.bam",9.04895305633545,-3.07259511947632
"SS2_16_385:I21_unique.bam",5.73948001861572,-4.28404426574707
"SS2_16_385:I22_unique.bam",11.0984992980957,-5.2215371131897
"SS2_16_385:I23_unique.bam",10.6256227493286,-6.14398050308228
"SS2_16_385:I24_unique.bam",1.2237628698349,-0.406571418046951
"SS2_16_385:J1_unique.bam",8.40964412689209,-6.00336122512817
"SS2_16_385:J2_unique.bam",9.24045658111572,-3.16036176681519
"SS2_16_385:J3_unique.bam",11.0422811508179,-4.25418615341187
"SS2_16_385:J4_unique.bam",3.60818147659302,-2.17685484886169
"SS2_16_385:J5_unique.bam",9.44114971160889,-5.81339025497437
"SS2_16_385:J6_unique.bam",9.75234603881836,-4.01326370239258
"SS2_16_385:J7_unique.bam",9.671630859375,-3.23923873901367
"SS2_16_385:J8_unique.bam",9.66961002349854,-2.0193772315979
"SS2_16_385:J9_unique.bam",7.59527254104614,-0.866893172264099
"SS2_16_385:J10_unique.bam",10.6396312713623,-3.93814897537231
"SS2_16_385:J11_unique.bam",10.7446041107178,-4.66274213790894
"SS2_16_385:J12_unique.bam",9.94646453857422,-2.74929928779602
"SS2_16_385:J13_unique.bam",9.60162162780762,-4.00193738937378
"SS2_16_385:J14_unique.bam",9.27005195617676,-5.95111465454102
"SS2_16_385:J15_unique.bam",9.09639453887939,-2.10479950904846
"SS2_16_385:J16_unique.bam",10.3222122192383,-3.26038217544556
"SS2_16_385:J17_unique.bam",10.8011608123779,-4.84878158569336
"SS2_16_385:J18_unique.bam",10.9043169021606,-3.2673032283783
"SS2_16_385:J19_unique.bam",9.63611602783203,-5.80052757263184
"SS2_16_385:J21_unique.bam",8.64059257507324,-5.98651266098022
"SS2_16_385:J22_unique.bam",11.4349689483643,-3.76162123680115
"SS2_16_385:J24_unique.bam",9.3712797164917,-3.06737899780273
"SS2_16_385:J23_unique.bam",6.86801385879517,-2.1243040561676
"SS2_16_385:K1_unique.bam",10.0940399169922,-2.45052552223206
"SS2_16_385:K3_unique.bam",8.55425548553467,-1.88584768772125
"SS2_16_385:K4_unique.bam",9.24435424804688,-3.63128566741943
"SS2_16_385:K6_unique.bam",9.38224697113037,-2.04176878929138
"SS2_16_385:K5_unique.bam",8.03761768341064,-1.23151814937592
"SS2_16_385:K7_unique.bam",8.68819999694824,-2.31006145477295
"SS2_16_385:K8_unique.bam",8.72311210632324,-1.97068274021149
"SS2_16_385:K10_unique.bam",11.0100193023682,-3.32909178733826
"SS2_16_385:K11_unique.bam",9.50756549835205,-6.14286422729492
"SS2_16_385:K12_unique.bam",10.1004428863525,-3.07524681091309
"SS2_16_385:K13_unique.bam",7.10536289215088,-2.04327630996704
"SS2_16_385:K14_unique.bam",8.17511463165283,-6.2256031036377
"SS2_16_385:K15_unique.bam",7.76621437072754,-5.880295753479
"SS2_16_385:K16_unique.bam",7.6232762336731,-1.75807356834412
"SS2_16_385:K17_unique.bam",9.76965618133545,-2.99226665496826
"SS2_16_385:K18_unique.bam",10.1850481033325,-2.93653416633606
"SS2_16_385:K20_unique.bam",11.3917751312256,-5.19622468948364
"SS2_16_385:K22_unique.bam",-1.4913991689682,-3.64211368560791
"SS2_16_385:K23_unique.bam",-2.83021783828735,-1.53133726119995
"SS2_16_385:L1_unique.bam",8.53613471984863,-1.49523615837097
"SS2_16_385:L2_unique.bam",-2.18505883216858,-2.95093178749084
"SS2_16_385:L3_unique.bam",11.0407667160034,-5.49228143692017
"SS2_16_385:L4_unique.bam",2.90754652023315,-2.0372850894928
"SS2_16_385:L6_unique.bam",-1.59214997291565,-5.24846076965332
"SS2_16_385:L7_unique.bam",-2.34836220741272,-6.08207750320435
"SS2_16_385:L8_unique.bam",9.77357769012451,-5.47544193267822
"SS2_16_385:L9_unique.bam",10.5349159240723,-4.34776163101196
"SS2_16_385:L10_unique.bam",11.3438034057617,-4.96953821182251
"SS2_16_385:L11_unique.bam",9.87764072418213,-3.75377750396729
"SS2_16_385:L13_unique.bam",9.29392719268799,-4.07665872573853
"SS2_16_385:L14_unique.bam",10.8552474975586,-5.20047330856323
"SS2_16_385:L15_unique.bam",7.6838641166687,-5.8840913772583
"SS2_16_385:L17_unique.bam",10.9658155441284,-6.02830600738525
"SS2_16_385:L18_unique.bam",8.64204978942871,-1.85907685756683
"SS2_16_385:L19_unique.bam",9.97251510620117,-2.34471297264099
"SS2_16_385:L20_unique.bam",5.07928323745728,-2.41003227233887
"SS2_16_385:L21_unique.bam",10.9843339920044,-4.43439483642578
"SS2_16_385:L22_unique.bam",10.0225114822388,-2.37931084632874
"SS2_16_385:L24_unique.bam",-1.47456276416779,-4.04056882858276
"SS2_16_385:M1_unique.bam",9.28712177276611,-2.32280325889587
"SS2_16_385:M2_unique.bam",9.51602554321289,-2.82485222816467
"SS2_16_385:M3_unique.bam",9.36530876159668,-4.78553581237793
"SS2_16_385:M6_unique.bam",11.6982727050781,-4.14801120758057
"SS2_16_385:M7_unique.bam",10.5321226119995,-4.68492650985718
"SS2_16_385:M8_unique.bam",4.46046113967896,-2.63162708282471
"SS2_16_385:M9_unique.bam",9.15016937255859,-4.81963729858398
"SS2_16_385:M10_unique.bam",9.70260715484619,-5.00820255279541
"SS2_16_385:M11_unique.bam",11.4657382965088,-7.68680381774902
"SS2_16_385:M12_unique.bam",9.23248291015625,-2.77784943580627
"SS2_16_385:M14_unique.bam",10.6798505783081,-2.6976535320282
"SS2_16_385:M16_unique.bam",8.61387157440186,-1.15190899372101
"SS2_16_385:M15_unique.bam",11.7143468856812,-4.2655782699585
"SS2_16_385:M17_unique.bam",10.6999444961548,-3.66763949394226
"SS2_16_385:M18_unique.bam",10.5873765945435,-5.43307590484619
"SS2_16_385:M19_unique.bam",8.17774486541748,-0.933394908905029
"SS2_16_385:M20_unique.bam",10.4844026565552,-4.39542531967163
"SS2_16_385:M22_unique.bam",3.05149149894714,-2.09217691421509
"SS2_16_385:M21_unique.bam",11.6827945709229,-4.72053384780884
"SS2_16_385:M23_unique.bam",9.7752685546875,-6.01829242706299
"SS2_16_385:M24_unique.bam",9.7758264541626,-3.38656759262085
"SS2_16_385:N1_unique.bam",9.3016996383667,-5.00535345077515
"SS2_16_385:N2_unique.bam",9.24496459960938,-2.51946783065796
"SS2_16_385:N3_unique.bam",10.8664674758911,-4.37007093429565
"SS2_16_385:N4_unique.bam",9.39812469482422,-1.94616401195526
"SS2_16_385:N5_unique.bam",9.6290807723999,-5.40294790267944
"SS2_16_385:N6_unique.bam",11.1649484634399,-5.65442991256714
"SS2_16_385:N7_unique.bam",10.5490446090698,-4.63810873031616
"SS2_16_385:N8_unique.bam",7.73754262924194,-1.50854730606079
"SS2_16_385:N10_unique.bam",2.15859317779541,-1.59255039691925
"SS2_16_385:N9_unique.bam",5.76682090759277,-4.17215299606323
"SS2_16_385:N11_unique.bam",-2.74503946304321,-5.98286533355713
"SS2_16_385:N12_unique.bam",11.7150764465332,-4.60083866119385
"SS2_16_385:N13_unique.bam",9.47895812988281,-6.35541915893555
"SS2_16_385:N14_unique.bam",9.50711250305176,-5.34920120239258
"SS2_16_385:N15_unique.bam",9.35666370391846,-2.63102626800537
"SS2_16_385:N16_unique.bam",2.07706260681152,-1.66766631603241
"SS2_16_385:N17_unique.bam",7.92599630355835,-1.27508687973022
"SS2_16_385:N18_unique.bam",9.06175708770752,-2.35620546340942
"SS2_16_385:N19_unique.bam",9.17137622833252,-5.64713621139526
"SS2_16_385:N20_unique.bam",10.0114049911499,-4.22682857513428
"SS2_16_385:N21_unique.bam",-1.25109827518463,-3.28270292282104
"SS2_16_385:N22_unique.bam",-2.47514033317566,-4.79718351364136
"SS2_16_385:N23_unique.bam",10.7947568893433,-3.64878845214844
"SS2_16_385:N24_unique.bam",10.8048124313354,-3.33816742897034
"SS2_16_385:O1_unique.bam",11.3088884353638,-3.66207981109619
"SS2_16_385:O2_unique.bam",9.51102733612061,-3.22314882278442
"SS2_16_385:O3_unique.bam",8.38607215881348,-1.64680051803589
"SS2_16_385:O4_unique.bam",10.9758796691895,-5.04132318496704
"SS2_16_385:O6_unique.bam",8.51611423492432,-6.13129091262817
"SS2_16_385:O9_unique.bam",10.6680784225464,-3.69924354553223
"SS2_16_385:O10_unique.bam",8.94449710845947,-2.21159720420837
"SS2_16_385:O11_unique.bam",11.4796838760376,-4.1225528717041
"SS2_16_385:O12_unique.bam",-2.77407908439636,-5.32242918014526
"SS2_16_385:O13_unique.bam",9.08077907562256,-6.44107389450073
"SS2_16_385:O15_unique.bam",9.6961727142334,-5.29184770584106
"SS2_16_385:O16_unique.bam",10.1008329391479,-3.62633728981018
"SS2_16_385:O17_unique.bam",-0.653997242450714,-1.76285529136658
"SS2_16_385:O18_unique.bam",9.22234725952148,-4.00449419021606
"SS2_16_385:O19_unique.bam",10.1366891860962,-4.96676111221313
"SS2_16_385:O20_unique.bam",10.0629806518555,-5.25241804122925
"SS2_16_385:O21_unique.bam",9.06874370574951,-6.26251983642578
"SS2_16_385:O22_unique.bam",10.5660572052002,-2.74276280403137
"SS2_16_385:O23_unique.bam",9.51190376281738,-5.93972682952881
"SS2_16_385:O24_unique.bam",11.1279783248901,-3.30898666381836
"SS2_16_385:P1_unique.bam",10.3178205490112,-4.45721578598022
"SS2_16_385:P2_unique.bam",10.6304807662964,-3.04425096511841
"SS2_16_385:P3_unique.bam",-1.66503489017487,-3.90415096282959
"SS2_16_385:P5_unique.bam",10.7283172607422,-3.62937378883362
"SS2_16_385:P4_unique.bam",7.3698616027832,-1.31510627269745
"SS2_16_385:P6_unique.bam",9.4104585647583,-2.91460490226746
"SS2_16_385:P7_unique.bam",7.65742158889771,-5.71052742004395
"SS2_16_385:P8_unique.bam",11.4799528121948,-4.83913660049438
"SS2_16_385:P9_unique.bam",10.4714851379395,-7.23519229888916
"SS2_16_385:P11_unique.bam",11.1686706542969,-4.05863618850708
"SS2_16_385:P10_unique.bam",9.90448760986328,-3.47326397895813
"SS2_16_385:P12_unique.bam",8.41925430297852,-1.8174797296524
"SS2_16_385:P14_unique.bam",7.65117597579956,-5.78806734085083
"SS2_16_385:P15_unique.bam",11.0965051651001,-4.33604049682617
"SS2_16_385:P16_unique.bam",8.21928882598877,-1.39000308513641
"SS2_16_385:P17_unique.bam",9.43585014343262,-3.29126381874084
"SS2_16_385:P18_unique.bam",10.7835445404053,-4.84758186340332
"SS2_16_385:P19_unique.bam",8.80588531494141,-1.16968083381653
"SS2_16_385:P20_unique.bam",9.61701393127441,-5.4554386138916
"SS2_16_385:P22_unique.bam",11.4110794067383,-4.56053256988525
"SS2_16_384:A2_unique.bam",9.50122261047363,-7.79887342453003
"SS2_16_384:A1_unique.bam",10.4309968948364,-8.90421390533447
"SS2_16_384:A3_unique.bam",11.7919626235962,-7.61607313156128
"SS2_16_384:A5_unique.bam",5.12252902984619,-3.49449610710144
"SS2_16_384:A4_unique.bam",10.9326972961426,-7.18169260025024
"SS2_16_384:A6_unique.bam",10.065767288208,-7.6770806312561
"SS2_16_384:A8_unique.bam",11.0505638122559,-7.1983528137207
"SS2_16_384:A9_unique.bam",11.5243148803711,-7.27856779098511
"SS2_16_384:A10_unique.bam",8.90317535400391,-7.64443635940552
"SS2_16_384:A7_unique.bam",8.70966720581055,-7.76327610015869
"SS2_16_384:A11_unique.bam",6.78797674179077,-6.72565746307373
"SS2_16_384:A12_unique.bam",5.23656320571899,-4.33072757720947
"SS2_16_384:A13_unique.bam",5.32577419281006,-4.41785144805908
"SS2_16_384:A14_unique.bam",5.06513833999634,-3.16549468040466
"SS2_16_384:A15_unique.bam",-2.27578139305115,-6.77982759475708
"SS2_16_384:A16_unique.bam",4.28273963928223,-2.49974894523621
"SS2_16_384:A17_unique.bam",2.81800055503845,-2.02942991256714
"SS2_16_384:A18_unique.bam",5.23859071731567,-3.61106181144714
"SS2_16_384:A19_unique.bam",-1.82037723064423,-5.17265939712524
"SS2_16_384:A21_unique.bam",-1.34634256362915,-4.28295564651489
"SS2_16_384:A20_unique.bam",0.830391049385071,-0.969139456748962
"SS2_16_384:A22_unique.bam",0.524546325206757,-1.08424532413483
"SS2_16_384:A24_unique.bam",-1.41613674163818,-2.29652309417725
"SS2_16_384:B2_unique.bam",10.7093162536621,-8.0598201751709
"SS2_16_384:B3_unique.bam",9.84850215911865,-7.35346221923828
"SS2_16_384:B1_unique.bam",6.11654996871948,-6.01384878158569
"SS2_16_384:B4_unique.bam",8.41856956481934,-6.78962469100952
"SS2_16_384:B5_unique.bam",7.09026670455933,-6.87461519241333
"SS2_16_384:B6_unique.bam",5.09556245803833,-3.14762949943542
"SS2_16_384:B7_unique.bam",10.5949401855469,-8.37914657592773
"SS2_16_384:B8_unique.bam",6.90102624893188,-6.71074628829956
"SS2_16_384:B10_unique.bam",8.70545196533203,-7.06709051132202
"SS2_16_384:B9_unique.bam",9.97140121459961,-7.56840324401855
"SS2_16_384:B11_unique.bam",11.8188743591309,-7.26256132125854
"SS2_16_384:B12_unique.bam",11.3600149154663,-8.24145793914795
"SS2_16_384:B14_unique.bam",5.41493272781372,-3.19739103317261
"SS2_16_384:B13_unique.bam",5.3369722366333,-3.87472629547119
"SS2_16_384:B15_unique.bam",2.85121536254883,-1.80552995204926
"SS2_16_384:B17_unique.bam",1.91031229496002,-0.909345030784607
"SS2_16_384:B16_unique.bam",-2.45207810401917,-6.54725170135498
"SS2_16_384:B18_unique.bam",-1.52023470401764,-5.03826808929443
"SS2_16_384:B20_unique.bam",-1.49294030666351,-4.3090968132019
"SS2_16_384:B19_unique.bam",3.62170386314392,-2.22068119049072
"SS2_16_384:B22_unique.bam",5.56629276275635,-4.79994344711304
"SS2_16_384:B23_unique.bam",2.10034537315369,-1.52512943744659
"SS2_16_384:B24_unique.bam",1.42672884464264,-0.72780579328537
"SS2_16_384:C2_unique.bam",8.90240478515625,-7.78598594665527
"SS2_16_384:C1_unique.bam",5.10363435745239,-3.78498029708862
"SS2_16_384:C4_unique.bam",-2.06785559654236,-6.22403621673584
"SS2_16_384:C5_unique.bam",10.987509727478,-8.54972362518311
"SS2_16_384:C6_unique.bam",9.3830041885376,-7.62723970413208
"SS2_16_384:C9_unique.bam",11.6502122879028,-7.47045040130615
"SS2_16_384:C7_unique.bam",10.5110206604004,-8.72309589385986
"SS2_16_384:C8_unique.bam",9.04097747802734,-7.5932502746582
"SS2_16_384:C11_unique.bam",6.38960695266724,-6.43981266021729
"SS2_16_384:C10_unique.bam",5.49322366714478,-4.72210788726807
"SS2_16_384:C12_unique.bam",6.03981351852417,-5.85937213897705
"SS2_16_384:C14_unique.bam",-2.12324571609497,-5.43127346038818
"SS2_16_384:C15_unique.bam",-1.45790123939514,-3.82613325119019
"SS2_16_384:C16_unique.bam",1.07891154289246,-0.710185945034027
"SS2_16_384:C17_unique.bam",-1.50193238258362,-4.61916255950928
"SS2_16_384:C18_unique.bam",2.56689095497131,-1.95681023597717
"SS2_16_384:C19_unique.bam",-1.83667302131653,-6.00065517425537
"SS2_16_384:C21_unique.bam",-1.45935904979706,-3.07795190811157
"SS2_16_384:C20_unique.bam",5.11838674545288,-3.61553907394409
"SS2_16_384:C22_unique.bam",-2.0534393787384,-6.43454790115356
"SS2_16_384:C23_unique.bam",-1.30182778835297,-3.15412020683289
"SS2_16_384:D1_unique.bam",8.67905330657959,-7.59700727462769
"SS2_16_384:D2_unique.bam",9.83886051177979,-8.87693881988525
"SS2_16_384:D3_unique.bam",8.6356782913208,-7.92448043823242
"SS2_16_384:D4_unique.bam",11.4040079116821,-7.8440990447998
"SS2_16_384:D5_unique.bam",11.5863924026489,-7.34039831161499
"SS2_16_384:D6_unique.bam",11.2908792495728,-7.356369972229
"SS2_16_384:D7_unique.bam",-2.0464928150177,-6.56001424789429
"SS2_16_384:D8_unique.bam",11.4894771575928,-7.81311130523682
"SS2_16_384:D9_unique.bam",10.2994890213013,-8.56393241882324
"SS2_16_384:D10_unique.bam",9.09781551361084,-7.29050254821777
"SS2_16_384:D11_unique.bam",5.69134712219238,-5.22291898727417
"SS2_16_384:D12_unique.bam",11.0758666992188,-6.51755809783936
"SS2_16_384:D13_unique.bam",2.30776286125183,-1.92502772808075
"SS2_16_384:D15_unique.bam",6.56418657302856,-6.30108690261841
"SS2_16_384:D14_unique.bam",3.62884736061096,-2.24983310699463
"SS2_16_384:D16_unique.bam",-2.67270421981812,-5.54375648498535
"SS2_16_384:D17_unique.bam",3.32943797111511,-2.0767810344696
