"x"
"Neurog1"
"None"
"None"
"Neurog1"
"None"
"None"
"Neurog1"
"Neurog1"
"None"
"None"
"None"
"Neurog1"
"Neurog1"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"Neurog1"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"Neurog1"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"Neurog1"
"Neurog1"
"None"
"Neurog1"
"None"
"Neurog1"
"None"
"None"
"Neurog1"
"None"
"None"
"Neurog1"
"Neurog1"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"Neurog1"
"Neurog1"
"None"
"None"
"Neurog1/2"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"Neurog1"
"None"
"Neurog1"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"Neurog1"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"None"
"Neurog1"
"None"
"None"
"None"
"None"
