"x"
7
6
6
8
6
6
7
7
6
6
6
6
7
6
7
6
6
6
6
6
6
6
7
6
6
1
7
6
7
6
6
6
6
7
6
6
6
7
6
6
7
6
6
6
6
7
6
6
6
6
6
6
7
6
7
1
6
8
6
7
7
6
6
6
5
6
6
6
6
6
6
6
6
7
6
5
6
6
6
6
6
8
7
6
6
7
7
2
7
6
6
6
6
7
6
6
8
6
6
6
6
7
6
6
6
7
6
6
6
7
6
7
7
7
7
6
6
6
7
6
7
7
6
7
6
7
6
6
7
2
3
3
3
3
2
2
2
2
3
2
2
3
3
2
2
2
3
3
3
2
2
2
3
3
3
2
3
3
2
3
2
2
2
2
2
3
3
2
3
3
3
2
3
3
3
2
2
3
3
2
2
3
2
2
3
3
3
2
2
3
6
2
2
2
3
3
2
3
2
3
3
3
2
3
2
3
2
3
3
2
2
3
2
3
3
3
3
3
2
3
2
8
3
3
2
3
3
3
3
2
3
2
2
3
3
3
3
3
2
2
1
2
3
2
2
1
2
2
3
2
1
2
3
2
8
3
2
2
2
2
2
2
2
2
1
2
3
3
2
3
2
2
3
2
2
2
2
3
3
3
2
3
3
3
2
2
2
2
2
3
2
2
3
2
8
2
3
3
2
3
1
3
2
2
2
3
2
2
2
2
2
2
3
3
3
2
2
3
2
8
2
3
2
3
3
2
2
2
2
2
3
2
2
3
3
2
2
2
2
3
3
2
2
3
2
2
2
3
2
2
3
3
2
2
3
3
2
2
3
3
8
2
2
3
2
2
2
3
3
2
2
2
2
2
3
3
3
8
2
2
3
2
2
2
3
2
2
2
2
3
2
2
2
8
3
3
2
2
3
3
3
3
2
3
3
2
3
3
3
3
2
2
2
2
2
3
2
2
1
2
2
2
3
3
3
3
3
3
3
2
2
3
2
2
3
2
2
2
2
3
2
3
3
3
2
2
2
2
2
3
2
3
2
2
2
2
2
3
3
3
2
2
3
3
2
3
3
2
3
3
8
1
3
2
1
2
2
8
3
2
3
2
8
1
2
2
3
2
2
1
3
2
3
2
3
2
2
3
8
8
3
1
2
2
3
2
3
3
3
2
8
3
3
3
2
8
3
2
2
3
2
2
2
3
3
2
2
2
3
2
3
2
3
2
2
8
2
2
2
3
3
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
3
2
3
2
3
2
2
2
3
2
2
2
3
3
2
2
2
2
2
2
2
2
2
2
2
2
3
2
3
2
2
2
2
2
2
3
3
2
3
2
2
2
2
1
2
1
3
2
3
2
3
8
2
2
2
8
3
3
3
2
1
3
2
2
2
3
3
3
3
2
2
2
2
3
2
3
2
2
1
2
3
3
3
2
8
2
2
3
3
3
3
2
3
3
3
2
2
2
2
3
2
2
2
2
2
2
3
3
3
2
2
2
2
2
3
2
2
2
3
2
3
2
2
3
3
2
3
1
2
2
3
3
3
2
2
3
3
8
2
2
2
2
8
2
2
2
2
2
1
2
2
2
2
2
2
3
3
2
2
2
2
2
3
1
2
3
1
2
2
8
3
3
2
8
2
2
3
2
3
3
3
3
2
2
2
2
3
2
3
2
3
2
2
3
1
3
2
1
2
2
2
2
3
2
3
2
3
2
3
2
2
2
2
2
2
8
2
2
2
2
2
4
4
4
4
6
9
4
6
4
4
9
4
4
6
4
4
6
7
9
9
4
4
6
4
4
9
4
4
4
7
9
9
4
4
9
9
9
4
6
9
9
4
6
7
4
9
9
4
4
4
4
9
4
4
4
4
7
9
7
7
4
4
4
4
6
4
4
4
4
9
4
9
4
